0.000000e+00	0.000000e+00	0.000000e+00
1.000500e-03	6.286326e-03	6.286323e-03
2.001001e-03	1.257262e-02	1.257262e-02
3.001501e-03	1.885885e-02	1.885885e-02
4.002001e-03	2.514499e-02	2.514498e-02
5.002501e-03	3.143101e-02	3.143100e-02
6.003002e-03	3.771687e-02	3.771685e-02
7.003502e-03	4.400255e-02	4.400252e-02
8.004002e-03	5.028800e-02	5.028798e-02
9.004502e-03	5.657321e-02	5.657318e-02
1.000500e-02	6.285814e-02	6.285811e-02
1.100550e-02	6.914276e-02	6.914273e-02
1.200600e-02	7.542704e-02	7.542700e-02
1.300650e-02	8.171094e-02	8.171090e-02
1.400700e-02	8.799444e-02	8.799440e-02
1.500750e-02	9.427751e-02	9.427746e-02
1.600800e-02	1.005601e-01	1.005601e-01
1.700850e-02	1.068422e-01	1.068422e-01
1.800900e-02	1.131238e-01	1.131237e-01
1.900950e-02	1.194048e-01	1.194047e-01
2.001001e-02	1.256852e-01	1.256852e-01
2.101051e-02	1.319650e-01	1.319650e-01
2.201101e-02	1.382442e-01	1.382441e-01
2.301151e-02	1.445227e-01	1.445226e-01
2.401201e-02	1.508004e-01	1.508004e-01
2.501251e-02	1.570774e-01	1.570774e-01
2.601301e-02	1.633537e-01	1.633536e-01
2.701351e-02	1.696291e-01	1.696290e-01
2.801401e-02	1.759037e-01	1.759036e-01
2.901451e-02	1.821774e-01	1.821774e-01
3.001501e-02	1.884503e-01	1.884502e-01
3.101551e-02	1.947222e-01	1.947221e-01
3.201601e-02	2.009931e-01	2.009930e-01
3.301651e-02	2.072630e-01	2.072629e-01
3.401701e-02	2.135320e-01	2.135319e-01
3.501751e-02	2.197998e-01	2.197997e-01
3.601801e-02	2.260666e-01	2.260665e-01
3.701851e-02	2.323323e-01	2.323322e-01
3.801901e-02	2.385968e-01	2.385967e-01
3.901951e-02	2.448602e-01	2.448600e-01
4.002001e-02	2.511223e-01	2.511222e-01
4.102051e-02	2.573832e-01	2.573831e-01
4.202101e-02	2.636428e-01	2.636427e-01
4.302151e-02	2.699011e-01	2.699010e-01
4.402201e-02	2.761581e-01	2.761580e-01
4.502251e-02	2.824138e-01	2.824136e-01
4.602301e-02	2.886680e-01	2.886679e-01
4.702351e-02	2.949208e-01	2.949207e-01
4.802401e-02	3.011722e-01	3.011721e-01
4.902451e-02	3.074221e-01	3.074219e-01
5.002501e-02	3.136704e-01	3.136703e-01
5.102551e-02	3.199173e-01	3.199171e-01
5.202601e-02	3.261625e-01	3.261623e-01
5.302651e-02	3.324061e-01	3.324060e-01
5.402701e-02	3.386481e-01	3.386480e-01
5.502751e-02	3.448884e-01	3.448883e-01
5.602801e-02	3.511271e-01	3.511269e-01
5.702851e-02	3.573640e-01	3.573638e-01
5.802901e-02	3.635991e-01	3.635989e-01
5.902951e-02	3.698325e-01	3.698323e-01
6.003002e-02	3.760640e-01	3.760638e-01
6.103052e-02	3.822936e-01	3.822935e-01
6.203102e-02	3.885214e-01	3.885212e-01
6.303152e-02	3.947473e-01	3.947471e-01
6.403202e-02	4.009712e-01	4.009710e-01
6.503252e-02	4.071932e-01	4.071930e-01
6.603302e-02	4.134131e-01	4.134129e-01
6.703352e-02	4.196311e-01	4.196309e-01
6.803402e-02	4.258469e-01	4.258467e-01
6.903452e-02	4.320607e-01	4.320605e-01
7.003502e-02	4.382723e-01	4.382721e-01
7.103552e-02	4.444818e-01	4.444816e-01
7.203602e-02	4.506891e-01	4.506889e-01
7.303652e-02	4.568941e-01	4.568939e-01
7.403702e-02	4.630970e-01	4.630967e-01
7.503752e-02	4.692975e-01	4.692973e-01
7.603802e-02	4.754958e-01	4.754955e-01
7.703852e-02	4.816917e-01	4.816914e-01
7.803902e-02	4.878852e-01	4.878850e-01
7.903952e-02	4.940763e-01	4.940761e-01
8.004002e-02	5.002650e-01	5.002648e-01
8.104052e-02	5.064513e-01	5.064510e-01
8.204102e-02	5.126351e-01	5.126348e-01
8.304152e-02	5.188163e-01	5.188160e-01
8.404202e-02	5.249950e-01	5.249947e-01
8.504252e-02	5.311711e-01	5.311709e-01
8.604302e-02	5.373446e-01	5.373444e-01
8.704352e-02	5.435155e-01	5.435152e-01
8.804402e-02	5.496837e-01	5.496834e-01
8.904452e-02	5.558492e-01	5.558489e-01
9.004502e-02	5.620120e-01	5.620117e-01
9.104552e-02	5.681720e-01	5.681717e-01
9.204602e-02	5.743292e-01	5.743290e-01
9.304652e-02	5.804836e-01	5.804834e-01
9.404702e-02	5.866352e-01	5.866349e-01
9.504752e-02	5.927839e-01	5.927836e-01
9.604802e-02	5.989297e-01	5.989294e-01
9.704852e-02	6.050725e-01	6.050723e-01
9.804902e-02	6.112124e-01	6.112121e-01
9.904952e-02	6.173493e-01	6.173490e-01
1.000500e-01	6.234832e-01	6.234829e-01
1.010505e-01	6.296140e-01	6.296137e-01
1.020510e-01	6.357417e-01	6.357414e-01
1.030515e-01	6.418663e-01	6.418660e-01
1.040520e-01	6.479878e-01	6.479875e-01
1.050525e-01	6.541061e-01	6.541058e-01
1.060530e-01	6.602212e-01	6.602209e-01
1.070535e-01	6.663331e-01	6.663327e-01
1.080540e-01	6.724417e-01	6.724413e-01
1.090545e-01	6.785470e-01	6.785466e-01
1.100550e-01	6.846490e-01	6.846486e-01
1.110555e-01	6.907476e-01	6.907473e-01
1.120560e-01	6.968429e-01	6.968425e-01
1.130565e-01	7.029347e-01	7.029344e-01
1.140570e-01	7.090232e-01	7.090228e-01
1.150575e-01	7.151081e-01	7.151078e-01
1.160580e-01	7.211896e-01	7.211893e-01
1.170585e-01	7.272675e-01	7.272672e-01
1.180590e-01	7.333419e-01	7.333416e-01
1.190595e-01	7.394128e-01	7.394124e-01
1.200600e-01	7.454800e-01	7.454796e-01
1.210605e-01	7.515435e-01	7.515432e-01
1.220610e-01	7.576034e-01	7.576031e-01
1.230615e-01	7.636596e-01	7.636593e-01
1.240620e-01	7.697121e-01	7.697117e-01
1.250625e-01	7.757608e-01	7.757604e-01
1.260630e-01	7.818058e-01	7.818054e-01
1.270635e-01	7.878469e-01	7.878465e-01
1.280640e-01	7.938842e-01	7.938838e-01
1.290645e-01	7.999176e-01	7.999172e-01
1.300650e-01	8.059471e-01	8.059467e-01
1.310655e-01	8.119727e-01	8.119723e-01
1.320660e-01	8.179944e-01	8.179940e-01
1.330665e-01	8.240120e-01	8.240116e-01
1.340670e-01	8.300257e-01	8.300253e-01
1.350675e-01	8.360353e-01	8.360349e-01
1.360680e-01	8.420408e-01	8.420404e-01
1.370685e-01	8.480423e-01	8.480419e-01
1.380690e-01	8.540396e-01	8.540392e-01
1.390695e-01	8.600328e-01	8.600324e-01
1.400700e-01	8.660218e-01	8.660214e-01
1.410705e-01	8.720066e-01	8.720061e-01
1.420710e-01	8.779871e-01	8.779867e-01
1.430715e-01	8.839634e-01	8.839630e-01
1.440720e-01	8.899354e-01	8.899349e-01
1.450725e-01	8.959030e-01	8.959026e-01
1.460730e-01	9.018664e-01	9.018659e-01
